Appendix S1. Occurrence data for the 73 sarcophagid species used in this study . Empty cells are missing data (i.e. were absent in specimens labels or method description).,,,,,,,,,,,,,,,,,,,,,,
Country,State_or_Province,Municipality,Locality,Latitude,Longitude,Species_name,,Method (Collecting information),Determiner,Collector,Data,Reference,Remarks,Original genus,Original species,Modified,Source of data,Qualifier ,Uncertanty (m),Coordinate validity,Equal longitude and latitude ,Plain zeros 
Brasil,PA,Abel Figueiredo,Zona Urbana,-4.95139,-48.39778,Oxysarcodexia avuncula,,Ativa,"verificado por Gomes, M.M.",S. Nihei & L. Cezar,04.ii.2010, , ,Oxysarcodexia,avuncula,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,RJ,Itatiaia,"Parque Nacional do Itatiaia, Trilha Ruy Braga",-22.44178,-44.58832,Peckia (Pattonella) resona,,Van Someren,"verificado por Gomes, M.M.","Nihei, Dios, Gudin, Campos & Álvarez",12-19.iii.2017, ,"ponto 1, camarão",Peckia,resona,no,MNRJ,Excellent,8.83,TRUE,TRUE,TRUE
Brasil,RJ,Nova Iguaçu,Reserva Biológica do Tinguá,-22.68743,-43.50189,Dexosarcophaga (Dexosarcophaga) transita,, ,"verificado por Gomes, M.M.",LLD JL Nessimian JFB,13.ix.2016, ,Pensilvania (TIN 03),Dexosarcophaga,transita,no,MNRJ,Poor,12.86,TRUE,TRUE,TRUE
Brasil,CE,Missão Velha,Cachoeira de Missão Velha,-7.1482,-39.62902,Oxysarcodexia avuncula,,Shannon,"verificado por Gomes, M.M.",Cordeiro & Catão,26.iv.2019, ,peixe,Oxysarcodexia,avuncula,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,CE,Missão Velha,Cachoeira de Missão Velha,-7.1482,-39.62902,Argoravinia rufiventris,,Shannon,"verificado por Gomes, M.M.",Cordeiro & Catão,29.iv.2019, ,peixe,Argoravinia,rufiventris,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,RO,Monte Negro,Reserva Legal/Loteamento,-10.26667,-63.33333,Dexosarcophaga (Farrimyia) globulosa,,Sweeping,"verificado por Gomes, M.M.","Amorim, Ament & Riccardi",03-15.xii.2011, ,187m,Dexosarcophaga,globulosa,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,CE,Missão Velha,Cachoeira de Missão Velha,-7.1482,-39.62902,Tricharaea (Sarcophagula) occidua,,Shannon,"verificado por Gomes, M.M.",Cordeiro & Catão,26.iv.2019, ,peixe,Tricharaea,occidua,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,CE,Missão Velha,Cachoeira de Missão Velha,-7.1482,-39.62902,Titanogrypa (Cucullomyia) larvicida,,Shannon,"verificado por Gomes, M.M.",Cordeiro & Catão,26.iv.2019, ,peixe,Titanogrypa,larvicida,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,GO,Mineiros,Parque Nacional de Emas,-17.91111,-52.99575,Retrocitomyia retrocita,,Malaise,"verificado por Gomes, M.M.",Oliveira & Lopes,19.iv - 27.v.2017, ,"parcela 12, campo",Retrocitomyia,retrocita,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,MS,Porto Murtinho,"Fazenda Retiro da Conceição, Trilha da Mata Bruta",-21.23774,-57.3693,Ravinia advena,,Van Someren,"verificado por Gomes, M.M.","Lamas, Nihei e eq. Coletora",12.xii.2011, ,Mamão,Ravinia,advena,no,MNRJ,Poor,75.15,TRUE,TRUE,TRUE
Brasil,GO,Mineiros,Parque Nacional de Emas,-17.91111,-52.99575,Dexosarcophaga (Dexosarcophaga) transita,,Malaise,"verificado por Gomes, M.M.",Oliveira & Lopes,19.iv - 27.v.2017, ,"parcela 12, campo",Dexosarcophaga,transita,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,AM,Manaus,"ZF-2, Km14",-2.58683,-60.15917,Dexosarcophaga (Farrimyia) globulosa,,Malaise,"verificado por Gomes, M.M.",J.A. Rafael & F.F. Xavier,17-31.viii.2017, ,"6m, 24m",Dexosarcophaga,globulosa,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,AM,Manaus,"ZF-2, Km14",-2.58683,-60.15917,Dexosarcophaga (Dexosarcophaga) transita,,Malaise,"verificado por Gomes, M.M.",J.A. Rafael & F.F. Xavier,17-31.viii.2017, ,"6m, solo",Dexosarcophaga,transita,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,AM,Manaus,"ZF-2, Km14",-2.58683,-60.15917,Retrocitomyia retrocita,,Malaise,"verificado por Gomes, M.M.",J.A. Rafael & F.F. Xavier,17-31.viii.2017, ,"6m, 24m",Retrocitomyia,retrocita,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,RJ,Paracambi,Floresta,-22.6219,-43.72558,Oxysarcodexia avuncula,, ,"verificado por Gomes, M.M.", ,05.x.2001, ,fezes,Oxysarcodexia,avuncula,no,MNRJ,Poor,7.56,TRUE,TRUE,TRUE
Brasil,RJ,Paracambi,Floresta,-22.6219,-43.72558,Peckia (Euboettcheria) anguilla,, ,"verificado por Gomes, M.M.", ,04.x.2001, ,peixe,Peckia,anguilla,no,MNRJ,Poor,7.56,TRUE,TRUE,TRUE
Brasil,RJ,Paracambi,Floresta,-22.6219,-43.72558,Oxysarcodexia amorosa,, ,"verificado por Gomes, M.M.", ,04.x.2001, ,peixe,Oxysarcodexia,amorosa,no,MNRJ,Poor,7.56,TRUE,TRUE,TRUE
Brasil,RJ,Paracambi,Floresta,-22.6219,-43.72558,Peckia (Squamatodes) ingens,, ,"verificado por Gomes, M.M.", ,05.x.2001, ,fezes,Peckia,ingens,no,MNRJ,Poor,7.56,TRUE,TRUE,TRUE
Brasil,RJ,Paracambi,Floresta,-22.6219,-43.72558,Peckia (Euboettcheria) collusor,, ,"verificado por Gomes, M.M.", ,01.x.2001, ,peixe,Peckia,collusor,no,MNRJ,Poor,7.56,TRUE,TRUE,TRUE
Brasil,RJ,Paracambi,Floresta,-22.6219,-43.72558,Lipoptilocnema crispula,, ,"verificado por Gomes, M.M.", ,04.x.2001, ,peixe,Lipoptilocnema,crispula,no,MNRJ,Poor,7.56,TRUE,TRUE,TRUE
Brasil,RJ,Paracambi,Floresta,-22.6219,-43.72558,Lipoptilocnema crispina,, ,"verificado por Gomes, M.M.", ,04.x.2001, ,peixe,Lipoptilocnema,crispina,no,MNRJ,Poor,7.56,TRUE,TRUE,TRUE
Brasil,SP,Sertãozinho,Reserva Ecológica Augusto Ruschi,-21.17533,-48.09117,Oxysarcodexia admixta,,Garrafa,"verificado por Gomes, M.M.","V.C. Silva, P.F. Donda & G.P. Ignácio",04 - 20.vii.2011, ,"Fragmento 2, Borda",Oxysarcodexia,admixta,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,MT,Chapada dos Guimarães,"Parque Nacional Chapada dos Guimarães, Trilha Cerrado, Transição Ciliar/Cerrado",-15.40947,-55.83222,Dexosarcophaga (Farrimyia) carvalhoi,,Malaise,"verificado por Gomes, M.M.","Lamas, Nihei e eq. Coletora",31.xii.2012 - 15.i.2013, ,Malaise 49,Dexosarcophaga,carvalhoi,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.4542,-41.94681,Helicobia aurescens,,Manual,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,19-20/02/2016, ,Material perdido no incêndio e recuperado em planilha,Helicobia,aurescens,no,MNRJ,Poor,8.54,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.4542,-41.94681,Oxysarcodexia intona,,Manual,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,19-20/02/2016, ,Material perdido no incêndio e recuperado em planilha,Oxysarcodexia,intona,no,MNRJ,Poor,8.54,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.4542,-41.94681,Peckia (Sarcodexia) lambens,,Manual,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,19-20/02/2016, ,Material perdido no incêndio e recuperado em planilha,Peckia,lambens,no,MNRJ,Poor,8.54,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.4542,-41.94681,Dexosarcophaga (Farrimyia) globulosa,,Manual,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,19-20/02/2016, ,Material perdido no incêndio e recuperado em planilha,Dexosarcophaga,globulosa,no,MNRJ,Poor,8.54,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.4542,-41.94681,Peckia (Euboettcheria) anguilla,,Manual,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,19-20/02/2016, ,Material perdido no incêndio e recuperado em planilha,Peckia,anguilla,no,MNRJ,Poor,8.54,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.4542,-41.94681,Helicobia rapax,,Manual,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,19-20/02/2016, ,Material perdido no incêndio e recuperado em planilha,Helicobia,rapax,no,MNRJ,Poor,8.54,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.4542,-41.94681,Ravinia belforti,,Manual,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,19-20/02/2016, ,Material perdido no incêndio e recuperado em planilha,Ravinia,belforti,no,MNRJ,Poor,8.54,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.4542,-41.94681,Oxysarcodexia amorosa,,Van Someren Rydon,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,19-20/02/2016, ,Material perdido no incêndio e recuperado em planilha; Restinga,Oxysarcodexia,amorosa,no,MNRJ,Poor,8.54,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.4542,-41.94681,Peckia (Peckia) chrysostoma,,Van Someren Rydon,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,19-20/02/2016, ,Material perdido no incêndio e recuperado em planilha; Restinga,Peckia,chrysostoma,no,MNRJ,Poor,8.54,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.4542,-41.94681,Oxysarcodexia timida,,Van Someren Rydon,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,19-20/02/2016, ,Material perdido no incêndio e recuperado em planilha; Restinga,Oxysarcodexia,timida,no,MNRJ,Poor,8.54,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.4542,-41.94681,Oxysarcodexia thornax,,Van Someren Rydon,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,19-20/02/2016, ,Material perdido no incêndio e recuperado em planilha; Restinga,Oxysarcodexia,thornax,no,MNRJ,Poor,8.54,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.4542,-41.94681,Peckia (Peckia) pexata,,Van Someren Rydon,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,19-20/02/2016, ,Material perdido no incêndio e recuperado em planilha; Mata,Peckia,pexata,no,MNRJ,Poor,8.54,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.4813,-41.88252,Oxysarcodexia amorosa,,Van Someren Rydon,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,29-01.vi.2016, ,"Material perdido no incêndio e recuperado em planilha; publicado na ref GOMES, Marina Morim; DE MELLO-PATIU, Cátia Antunes. Diversity of flesh flies (Diptera: Sarcophagidae) in an Atlantic forest fragment in Rio das Ostras, RJ, Southeastern Brazil. EntomoBrasilis, v. 14, p. e940-e940, 2021.",Oxysarcodexia,amorosa,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.48548,-41.88252,Oxysarcodexia amorosa,,Van Someren Rydon,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,29-01.vi.2016, ,"Material perdido no incêndio e recuperado em planilha; publicado na ref GOMES, Marina Morim; DE MELLO-PATIU, Cátia Antunes. Diversity of flesh flies (Diptera: Sarcophagidae) in an Atlantic forest fragment in Rio das Ostras, RJ, Southeastern Brazil. EntomoBrasilis, v. 14, p. e940-e940, 2021.",Oxysarcodexia,amorosa,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.4846,-41.88252,Oxysarcodexia amorosa,,Van Someren Rydon,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,29-01.vi.2016, ,"Material perdido no incêndio e recuperado em planilha; publicado na ref GOMES, Marina Morim; DE MELLO-PATIU, Cátia Antunes. Diversity of flesh flies (Diptera: Sarcophagidae) in an Atlantic forest fragment in Rio das Ostras, RJ, Southeastern Brazil. EntomoBrasilis, v. 14, p. e940-e940, 2021.",Oxysarcodexia,amorosa,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.48488,-41.88252,Oxysarcodexia amorosa,,Van Someren Rydon,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,29-01.vi.2016, ,"Material perdido no incêndio e recuperado em planilha; publicado na ref GOMES, Marina Morim; DE MELLO-PATIU, Cátia Antunes. Diversity of flesh flies (Diptera: Sarcophagidae) in an Atlantic forest fragment in Rio das Ostras, RJ, Southeastern Brazil. EntomoBrasilis, v. 14, p. e940-e940, 2021.",Oxysarcodexia,amorosa,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.4846,-41.88252,Oxysarcodexia avuncula,,Van Someren Rydon,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,29-01.vi.2016, ,"Material perdido no incêndio e recuperado em planilha; publicado na ref GOMES, Marina Morim; DE MELLO-PATIU, Cátia Antunes. Diversity of flesh flies (Diptera: Sarcophagidae) in an Atlantic forest fragment in Rio das Ostras, RJ, Southeastern Brazil. EntomoBrasilis, v. 14, p. e940-e940, 2021.",Oxysarcodexia,avuncula,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.48488,-41.88252,Oxysarcodexia fringidea,,Van Someren Rydon,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,29-01.vi.2016, ,"Material perdido no incêndio e recuperado em planilha; publicado na ref GOMES, Marina Morim; DE MELLO-PATIU, Cátia Antunes. Diversity of flesh flies (Diptera: Sarcophagidae) in an Atlantic forest fragment in Rio das Ostras, RJ, Southeastern Brazil. EntomoBrasilis, v. 14, p. e940-e940, 2021.",Oxysarcodexia,fringidea,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.48548,-41.88252,Oxysarcodexia intona,,Van Someren Rydon,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,29-01.vi.2016, ,"Material perdido no incêndio e recuperado em planilha; publicado na ref GOMES, Marina Morim; DE MELLO-PATIU, Cátia Antunes. Diversity of flesh flies (Diptera: Sarcophagidae) in an Atlantic forest fragment in Rio das Ostras, RJ, Southeastern Brazil. EntomoBrasilis, v. 14, p. e940-e940, 2021.",Oxysarcodexia,intona,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.4846,-41.88252,Oxysarcodexia intona,,Van Someren Rydon,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,29-01.vi.2016, ,"Material perdido no incêndio e recuperado em planilha; publicado na ref GOMES, Marina Morim; DE MELLO-PATIU, Cátia Antunes. Diversity of flesh flies (Diptera: Sarcophagidae) in an Atlantic forest fragment in Rio das Ostras, RJ, Southeastern Brazil. EntomoBrasilis, v. 14, p. e940-e940, 2021.",Oxysarcodexia,intona,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.48488,-41.88252,Oxysarcodexia intona,,Van Someren Rydon,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,29-01.vi.2016, ,"Material perdido no incêndio e recuperado em planilha; publicado na ref GOMES, Marina Morim; DE MELLO-PATIU, Cátia Antunes. Diversity of flesh flies (Diptera: Sarcophagidae) in an Atlantic forest fragment in Rio das Ostras, RJ, Southeastern Brazil. EntomoBrasilis, v. 14, p. e940-e940, 2021.",Oxysarcodexia,intona,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.4813,-41.88252,Oxysarcodexia intona,,Van Someren Rydon,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,29-01.vi.2016, ,"Material perdido no incêndio e recuperado em planilha; publicado na ref GOMES, Marina Morim; DE MELLO-PATIU, Cátia Antunes. Diversity of flesh flies (Diptera: Sarcophagidae) in an Atlantic forest fragment in Rio das Ostras, RJ, Southeastern Brazil. EntomoBrasilis, v. 14, p. e940-e940, 2021.",Oxysarcodexia,intona,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.4813,-41.88252,Oxysarcodexia thornax,,Van Someren Rydon,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,29-01.vi.2016, ,"Material perdido no incêndio e recuperado em planilha; publicado na ref GOMES, Marina Morim; DE MELLO-PATIU, Cátia Antunes. Diversity of flesh flies (Diptera: Sarcophagidae) in an Atlantic forest fragment in Rio das Ostras, RJ, Southeastern Brazil. EntomoBrasilis, v. 14, p. e940-e940, 2021.",Oxysarcodexia,thornax,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.48548,-41.88252,Oxysarcodexia thornax,,Van Someren Rydon,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,29-01.vi.2016, ,"Material perdido no incêndio e recuperado em planilha; publicado na ref GOMES, Marina Morim; DE MELLO-PATIU, Cátia Antunes. Diversity of flesh flies (Diptera: Sarcophagidae) in an Atlantic forest fragment in Rio das Ostras, RJ, Southeastern Brazil. EntomoBrasilis, v. 14, p. e940-e940, 2021.",Oxysarcodexia,thornax,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.4846,-41.88252,Oxysarcodexia thornax,,Van Someren Rydon,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,29-01.vi.2016, ,"Material perdido no incêndio e recuperado em planilha; publicado na ref GOMES, Marina Morim; DE MELLO-PATIU, Cátia Antunes. Diversity of flesh flies (Diptera: Sarcophagidae) in an Atlantic forest fragment in Rio das Ostras, RJ, Southeastern Brazil. EntomoBrasilis, v. 14, p. e940-e940, 2021.",Oxysarcodexia,thornax,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.48488,-41.88252,Oxysarcodexia thornax,,Van Someren Rydon,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,29-01.vi.2016, ,"Material perdido no incêndio e recuperado em planilha; publicado na ref GOMES, Marina Morim; DE MELLO-PATIU, Cátia Antunes. Diversity of flesh flies (Diptera: Sarcophagidae) in an Atlantic forest fragment in Rio das Ostras, RJ, Southeastern Brazil. EntomoBrasilis, v. 14, p. e940-e940, 2021.",Oxysarcodexia,thornax,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.4813,-41.88252,Oxysarcodexia timida,,Van Someren Rydon,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,29-01.vi.2016, ,"Material perdido no incêndio e recuperado em planilha; publicado na ref GOMES, Marina Morim; DE MELLO-PATIU, Cátia Antunes. Diversity of flesh flies (Diptera: Sarcophagidae) in an Atlantic forest fragment in Rio das Ostras, RJ, Southeastern Brazil. EntomoBrasilis, v. 14, p. e940-e940, 2021.",Oxysarcodexia,timida,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.48548,-41.88252,Oxysarcodexia timida,,Van Someren Rydon,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,29-01.vi.2016, ,"Material perdido no incêndio e recuperado em planilha; publicado na ref GOMES, Marina Morim; DE MELLO-PATIU, Cátia Antunes. Diversity of flesh flies (Diptera: Sarcophagidae) in an Atlantic forest fragment in Rio das Ostras, RJ, Southeastern Brazil. EntomoBrasilis, v. 14, p. e940-e940, 2021.",Oxysarcodexia,timida,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.4846,-41.88252,Oxysarcodexia timida,,Van Someren Rydon,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,29-01.vi.2016, ,"Material perdido no incêndio e recuperado em planilha; publicado na ref GOMES, Marina Morim; DE MELLO-PATIU, Cátia Antunes. Diversity of flesh flies (Diptera: Sarcophagidae) in an Atlantic forest fragment in Rio das Ostras, RJ, Southeastern Brazil. EntomoBrasilis, v. 14, p. e940-e940, 2021.",Oxysarcodexia,timida,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.48488,-41.88252,Oxysarcodexia timida,,Van Someren Rydon,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,29-01.vi.2016, ,"Material perdido no incêndio e recuperado em planilha; publicado na ref GOMES, Marina Morim; DE MELLO-PATIU, Cátia Antunes. Diversity of flesh flies (Diptera: Sarcophagidae) in an Atlantic forest fragment in Rio das Ostras, RJ, Southeastern Brazil. EntomoBrasilis, v. 14, p. e940-e940, 2021.",Oxysarcodexia,timida,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.48548,-41.88252,Oxysarcodexia xanthosoma,,Van Someren Rydon,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,29-01.vi.2016, ,"Material perdido no incêndio e recuperado em planilha; publicado na ref GOMES, Marina Morim; DE MELLO-PATIU, Cátia Antunes. Diversity of flesh flies (Diptera: Sarcophagidae) in an Atlantic forest fragment in Rio das Ostras, RJ, Southeastern Brazil. EntomoBrasilis, v. 14, p. e940-e940, 2021.",Oxysarcodexia,xantosoma,yes,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.48548,-41.88252,Peckia (Peckia) chrysostoma,,Van Someren Rydon,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,29-01.vi.2016, ,"Material perdido no incêndio e recuperado em planilha; publicado na ref GOMES, Marina Morim; DE MELLO-PATIU, Cátia Antunes. Diversity of flesh flies (Diptera: Sarcophagidae) in an Atlantic forest fragment in Rio das Ostras, RJ, Southeastern Brazil. EntomoBrasilis, v. 14, p. e940-e940, 2021.",Peckia,chrysostoma,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.4846,-41.88252,Peckia (Peckia) chrysostoma,,Van Someren Rydon,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,29-01.vi.2016, ,"Material perdido no incêndio e recuperado em planilha; publicado na ref GOMES, Marina Morim; DE MELLO-PATIU, Cátia Antunes. Diversity of flesh flies (Diptera: Sarcophagidae) in an Atlantic forest fragment in Rio das Ostras, RJ, Southeastern Brazil. EntomoBrasilis, v. 14, p. e940-e940, 2021.",Peckia,chrysostoma,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.48488,-41.88252,Peckia (Peckia) chrysostoma,,Van Someren Rydon,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,29-01.vi.2016, ,"Material perdido no incêndio e recuperado em planilha; publicado na ref GOMES, Marina Morim; DE MELLO-PATIU, Cátia Antunes. Diversity of flesh flies (Diptera: Sarcophagidae) in an Atlantic forest fragment in Rio das Ostras, RJ, Southeastern Brazil. EntomoBrasilis, v. 14, p. e940-e940, 2021.",Peckia,chrysostoma,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.4813,-41.88252,Peckia (Peckia) chrysostoma,,Van Someren Rydon,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,29-01.vi.2016, ,"Material perdido no incêndio e recuperado em planilha; publicado na ref GOMES, Marina Morim; DE MELLO-PATIU, Cátia Antunes. Diversity of flesh flies (Diptera: Sarcophagidae) in an Atlantic forest fragment in Rio das Ostras, RJ, Southeastern Brazil. EntomoBrasilis, v. 14, p. e940-e940, 2021.",Peckia,chrysostoma,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.4813,-41.88252,Peckia (Sarcodexia) lambens,,Van Someren Rydon,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,29-01.vi.2016, ,"Material perdido no incêndio e recuperado em planilha; publicado na ref GOMES, Marina Morim; DE MELLO-PATIU, Cátia Antunes. Diversity of flesh flies (Diptera: Sarcophagidae) in an Atlantic forest fragment in Rio das Ostras, RJ, Southeastern Brazil. EntomoBrasilis, v. 14, p. e940-e940, 2021.",Peckia,lambens,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
Brasil,RJ,Rio das Ostras,Área de Relevante Interesse Ecológico de Itapebussus,-22.48548,-41.88252,Peckia (Sarcodexia) lambens,,Van Someren Rydon,"verificado por Gomes, M.M.",M.M. Gomes & C.A. Mello-Patiu,29-01.vi.2016, ,"Material perdido no incêndio e recuperado em planilha; publicado na ref GOMES, Marina Morim; DE MELLO-PATIU, Cátia Antunes. Diversity of flesh flies (Diptera: Sarcophagidae) in an Atlantic forest fragment in Rio das Ostras, RJ, Southeastern Brazil. EntomoBrasilis, v. 14, p. e940-e940, 2021.",Peckia,lambens,no,MNRJ,Excellent, ,TRUE,TRUE,TRUE
