Appendix S1. Occurrence data for the 73 sarcophagid species used in this study . Empty cells are missing data (i.e. were absent in specimens labels or method description).,,,,,,,,,,,,,,,,,,,,,,
Country,State_or_Province,Municipality,Locality,Latitude,Longitude,Species_name,,Method (Collecting information),Determiner,Collector,Data,Reference,Remarks,Original genus,Original species,Modified,Source of data,Qualifier ,Uncertanty (m),Coordinate validity,Equal longitude and latitude ,Plain zeros 
Brasil,PE,Lagoa Grande, ,-8.953333333,-40.5025,Helicobia morionella,, , , ,iv.2015-ii.2017,"Barbosa TM, Carmo RFR, Mello-Patiu CA, Leal IR, Vasconcelos SD. 2021. Effects of chronic anthropogenic disturbances on flesh fly (Diptera, Sarcophagidae) assemblages in areas of seasonally dry tropical forest. Journal of Insect Conservation. 25(3): 485–498.", ,Helicobia,morionella,no,LITERATURE,Excellent, ,TRUE,TRUE,TRUE
Brasil,PE,Lagoa Grande, ,-8.953333333,-40.5025,Helicobia pilifera,, , , ,iv.2015-ii.2017,"Barbosa TM, Carmo RFR, Mello-Patiu CA, Leal IR, Vasconcelos SD. 2021. Effects of chronic anthropogenic disturbances on flesh fly (Diptera, Sarcophagidae) assemblages in areas of seasonally dry tropical forest. Journal of Insect Conservation. 25(3): 485–498.", ,Helicobia,pilifera,no,LITERATURE,Excellent, ,TRUE,TRUE,TRUE
Brasil,PE,Lagoa Grande, ,-8.953333333,-40.5025,Oxysarcodexia avuncula,, , , ,iv.2015-ii.2017,"Barbosa TM, Carmo RFR, Mello-Patiu CA, Leal IR, Vasconcelos SD. 2021. Effects of chronic anthropogenic disturbances on flesh fly (Diptera, Sarcophagidae) assemblages in areas of seasonally dry tropical forest. Journal of Insect Conservation. 25(3): 485–498.", ,Oxysarcodexia,avuncula,no,LITERATURE,Excellent, ,TRUE,TRUE,TRUE
Brasil,PE,Lagoa Grande, ,-8.953333333,-40.5025,Oxysarcodexia intona,, , , ,iv.2015-ii.2017,"Barbosa TM, Carmo RFR, Mello-Patiu CA, Leal IR, Vasconcelos SD. 2021. Effects of chronic anthropogenic disturbances on flesh fly (Diptera, Sarcophagidae) assemblages in areas of seasonally dry tropical forest. Journal of Insect Conservation. 25(3): 485–498.", ,Oxysarcodexia,intona,no,LITERATURE,Excellent, ,TRUE,TRUE,TRUE
Brasil,PE,Lagoa Grande, ,-8.953333333,-40.5025,Peckia (Peckia) chrysostoma,, , , ,iv.2015-ii.2017,"Barbosa TM, Carmo RFR, Mello-Patiu CA, Leal IR, Vasconcelos SD. 2021. Effects of chronic anthropogenic disturbances on flesh fly (Diptera, Sarcophagidae) assemblages in areas of seasonally dry tropical forest. Journal of Insect Conservation. 25(3): 485–498.", ,Peckia,chrysostoma,no,LITERATURE,Excellent, ,TRUE,TRUE,TRUE
Brasil,PE,Lagoa Grande, ,-8.953333333,-40.5025,Peckia (Sarcodexia) lambens,, , , ,iv.2015-ii.2017,"Barbosa TM, Carmo RFR, Mello-Patiu CA, Leal IR, Vasconcelos SD. 2021. Effects of chronic anthropogenic disturbances on flesh fly (Diptera, Sarcophagidae) assemblages in areas of seasonally dry tropical forest. Journal of Insect Conservation. 25(3): 485–498.", ,Peckia,lambens,no,LITERATURE,Excellent, ,TRUE,TRUE,TRUE
Brasil,PE,Lagoa Grande, ,-8.953333333,-40.5025,Peckia (Peckia) pexata,, , , ,iv.2015-ii.2017,"Barbosa TM, Carmo RFR, Mello-Patiu CA, Leal IR, Vasconcelos SD. 2021. Effects of chronic anthropogenic disturbances on flesh fly (Diptera, Sarcophagidae) assemblages in areas of seasonally dry tropical forest. Journal of Insect Conservation. 25(3): 485–498.", ,Peckia,pexata,no,LITERATURE,Excellent, ,TRUE,TRUE,TRUE
Brasil,PE,Lagoa Grande, ,-8.953333333,-40.5025,Ravinia belforti,, , , ,iv.2015-ii.2017,"Barbosa TM, Carmo RFR, Mello-Patiu CA, Leal IR, Vasconcelos SD. 2021. Effects of chronic anthropogenic disturbances on flesh fly (Diptera, Sarcophagidae) assemblages in areas of seasonally dry tropical forest. Journal of Insect Conservation. 25(3): 485–498.", ,Ravinia,belforti,no,LITERATURE,Excellent, ,TRUE,TRUE,TRUE
Brasil,PE,Lagoa Grande, ,-8.953333333,-40.5025,Retrocitomyia retrocita,, , , ,iv.2015-ii.2017,"Barbosa TM, Carmo RFR, Mello-Patiu CA, Leal IR, Vasconcelos SD. 2021. Effects of chronic anthropogenic disturbances on flesh fly (Diptera, Sarcophagidae) assemblages in areas of seasonally dry tropical forest. Journal of Insect Conservation. 25(3): 485–498.", ,Retrocitomyia,retrocita,no,LITERATURE,Excellent, ,TRUE,TRUE,TRUE
Brasil,PE,Lagoa Grande, ,-8.953333333,-40.5025,Titanogrypa (Cucullomyia) larvicida,, , , ,iv.2015-ii.2017,"Barbosa TM, Carmo RFR, Mello-Patiu CA, Leal IR, Vasconcelos SD. 2021. Effects of chronic anthropogenic disturbances on flesh fly (Diptera, Sarcophagidae) assemblages in areas of seasonally dry tropical forest. Journal of Insect Conservation. 25(3): 485–498.", ,Titanogrypa,larvicida,no,LITERATURE,Excellent, ,TRUE,TRUE,TRUE
Brasil,PE,Lagoa Grande, ,-8.953333333,-40.5025,Tricharaea (Sarcophagula) occidua,, , , ,iv.2015-ii.2017,"Barbosa TM, Carmo RFR, Mello-Patiu CA, Leal IR, Vasconcelos SD. 2021. Effects of chronic anthropogenic disturbances on flesh fly (Diptera, Sarcophagidae) assemblages in areas of seasonally dry tropical forest. Journal of Insect Conservation. 25(3): 485–498.", ,Tricharaea,occidua,no,LITERATURE,Excellent, ,TRUE,TRUE,TRUE
Brasil,PB,Boqueirão, ,-8.426388889,-36.135,Argoravinia rufiventris,, , , ,iv.2015-ii.2017,"Barbosa TM, Carmo RFR, Mello-Patiu CA, Leal IR, Vasconcelos SD. 2021. Effects of chronic anthropogenic disturbances on flesh fly (Diptera, Sarcophagidae) assemblages in areas of seasonally dry tropical forest. Journal of Insect Conservation. 25(3): 485–498.", ,Argoravinia,rufiventris,no,LITERATURE,Excellent, ,TRUE,TRUE,TRUE
Brasil,PB,Boqueirão, ,-8.426388889,-36.135,Helicobia pilifera,, , , ,iv.2015-ii.2017,"Barbosa TM, Carmo RFR, Mello-Patiu CA, Leal IR, Vasconcelos SD. 2021. Effects of chronic anthropogenic disturbances on flesh fly (Diptera, Sarcophagidae) assemblages in areas of seasonally dry tropical forest. Journal of Insect Conservation. 25(3): 485–498.", ,Helicobia,pilifera,no,LITERATURE,Excellent, ,TRUE,TRUE,TRUE
Brasil,PB,Boqueirão, ,-8.426388889,-36.135,Microcerella halli,, , , ,iv.2015-ii.2017,"Barbosa TM, Carmo RFR, Mello-Patiu CA, Leal IR, Vasconcelos SD. 2021. Effects of chronic anthropogenic disturbances on flesh fly (Diptera, Sarcophagidae) assemblages in areas of seasonally dry tropical forest. Journal of Insect Conservation. 25(3): 485–498.", ,Microcerella,halli,no,LITERATURE,Excellent, ,TRUE,TRUE,TRUE
Brasil,PB,Boqueirão, ,-8.426388889,-36.135,Oxysarcodexia aura,, , , ,iv.2015-ii.2017,"Barbosa TM, Carmo RFR, Mello-Patiu CA, Leal IR, Vasconcelos SD. 2021. Effects of chronic anthropogenic disturbances on flesh fly (Diptera, Sarcophagidae) assemblages in areas of seasonally dry tropical forest. Journal of Insect Conservation. 25(3): 485–498.", ,Oxysarcodexia,aura,no,LITERATURE,Excellent, ,TRUE,TRUE,TRUE
Brasil,PB,Boqueirão, ,-8.426388889,-36.135,Oxysarcodexia intona,, , , ,iv.2015-ii.2017,"Barbosa TM, Carmo RFR, Mello-Patiu CA, Leal IR, Vasconcelos SD. 2021. Effects of chronic anthropogenic disturbances on flesh fly (Diptera, Sarcophagidae) assemblages in areas of seasonally dry tropical forest. Journal of Insect Conservation. 25(3): 485–498.", ,Oxysarcodexia,intona,no,LITERATURE,Excellent, ,TRUE,TRUE,TRUE
Brasil,PB,Boqueirão, ,-8.426388889,-36.135,Peckia (Peckia) chrysostoma,, , , ,iv.2015-ii.2017,"Barbosa TM, Carmo RFR, Mello-Patiu CA, Leal IR, Vasconcelos SD. 2021. Effects of chronic anthropogenic disturbances on flesh fly (Diptera, Sarcophagidae) assemblages in areas of seasonally dry tropical forest. Journal of Insect Conservation. 25(3): 485–498.", ,Peckia,chrysostoma,no,LITERATURE,Excellent, ,TRUE,TRUE,TRUE
Brasil,PB,Boqueirão, ,-8.426388889,-36.135,Peckia (Peckia) pexata,, , , ,iv.2015-ii.2017,"Barbosa TM, Carmo RFR, Mello-Patiu CA, Leal IR, Vasconcelos SD. 2021. Effects of chronic anthropogenic disturbances on flesh fly (Diptera, Sarcophagidae) assemblages in areas of seasonally dry tropical forest. Journal of Insect Conservation. 25(3): 485–498.", ,Peckia,pexata,no,LITERATURE,Excellent, ,TRUE,TRUE,TRUE
Brasil,PB,Boqueirão, ,-8.426388889,-36.135,Ravinia belforti,, , , ,iv.2015-ii.2017,"Barbosa TM, Carmo RFR, Mello-Patiu CA, Leal IR, Vasconcelos SD. 2021. Effects of chronic anthropogenic disturbances on flesh fly (Diptera, Sarcophagidae) assemblages in areas of seasonally dry tropical forest. Journal of Insect Conservation. 25(3): 485–498.", ,Ravinia,belforti,no,LITERATURE,Excellent, ,TRUE,TRUE,TRUE
Brasil,PB,Boqueirão, ,-8.426388889,-36.135,Titanogrypa (Cucullomyia) larvicida,, , , ,iv.2015-ii.2017,"Barbosa TM, Carmo RFR, Mello-Patiu CA, Leal IR, Vasconcelos SD. 2021. Effects of chronic anthropogenic disturbances on flesh fly (Diptera, Sarcophagidae) assemblages in areas of seasonally dry tropical forest. Journal of Insect Conservation. 25(3): 485–498.", ,Titanogrypa,larvicida,no,LITERATURE,Excellent, ,TRUE,TRUE,TRUE
Brasil,PB,Boqueirão, ,-8.426388889,-36.135,Tricharaea (Sarcophagula) canuta,, , , ,iv.2015-ii.2017,"Barbosa TM, Carmo RFR, Mello-Patiu CA, Leal IR, Vasconcelos SD. 2021. Effects of chronic anthropogenic disturbances on flesh fly (Diptera, Sarcophagidae) assemblages in areas of seasonally dry tropical forest. Journal of Insect Conservation. 25(3): 485–498.", ,Tricharaea,canuta,no,LITERATURE,Excellent, ,TRUE,TRUE,TRUE
Brasil,PB,Boqueirão, ,-8.426388889,-36.135,Tricharaea (Sarcophagula) occidua,, , , ,iv.2015-ii.2017,"Barbosa TM, Carmo RFR, Mello-Patiu CA, Leal IR, Vasconcelos SD. 2021. Effects of chronic anthropogenic disturbances on flesh fly (Diptera, Sarcophagidae) assemblages in areas of seasonally dry tropical forest. Journal of Insect Conservation. 25(3): 485–498.", ,Tricharaea,occidua,no,LITERATURE,Excellent, ,TRUE,TRUE,TRUE
Brasil,PA,Parauapebas,Manganês,-6.15173,-50.48977,Peckia (Pattonella) intermutans,, , , ,06/06/1983, , ,Pattonella,intermuam,yes,GOELDI,Poor,46.82,TRUE,TRUE,TRUE
Brasil,PA,Parauapebas,Serra Norte,-6.0843,-50.1766,Peckia (Pattonella) intermutans,, , , ,06/06/1983, , ,Pattonella,intermuam,yes,GOELDI,Poor, ,TRUE,TRUE,TRUE
Brasil,AM, ,Mamirauá,-3.0484444,-64.8505833,Peckia (Sarcodexia) lambens,, , , ,21/02/1988, , ,Sarcodexia,lambens,yes,GOELDI,Excellent, ,TRUE,TRUE,TRUE
Brasil,AC,Porto Acre,Humaitá,-9.62951,-67.69845,Oxysarcodexia avuncula,, , , ,15/06/1993, , ,Oxysarcodexia,avuncula,no,GOELDI,Poor,28.8,TRUE,TRUE,TRUE
Brasil,PA,Benevides,Benevides,-1.3619,-48.2447,Oxysarcodexia avuncula,, , , ,19/03/1993, , ,Oxysarcodexia,avuncula,no,GOELDI,Poor, ,TRUE,TRUE,TRUE
Brasil,AM,Alvarães,Alvarães,-3.69468,-65.32445,Oxysarcodexia avuncula,, , , ,06/04/1994, , ,Oxysarcodexia,avuncula,no,GOELDI,Poor,43.42,TRUE,TRUE,TRUE
Brasil,PA,Castanhal,Americano,-1.3058,-48.0514,Oxysarcodexia avuncula,, , , ,03/05/1988, , ,Oxysarcodexia,avuncula,no,GOELDI,Poor, ,TRUE,TRUE,TRUE
Brasil,PA,Belém,Serraria,-1.24072,-48.45991,Oxysarcodexia carvalhoi,, , , ,31/07/1970, , ,Oxysarcodexia,carvalhoi,no,GOELDI,Poor,18.36,TRUE,TRUE,TRUE
Brasil,PA,Belém,Mosqueiro,-1.1667,-48.4667,Oxysarcodexia thornax,, , , ,18/11/1958, , ,Oxysarcodexia,thornax,no,GOELDI,Poor, ,TRUE,TRUE,TRUE
Brasil,PA,Castanhal,Americano,-1.3058,-48.0514,Oxysarcodexia thornax,, , , ,03/05/1988, , ,Oxysarcodexia,thornax,no,GOELDI,Poor, ,TRUE,TRUE,TRUE
Brasil,PA,Benevides,Benevides,-1.3619,-48.2447,Oxysarcodexia thornax,, , , ,12/05/1988, , ,Oxysarcodexia,thornax,no,GOELDI,Poor, ,TRUE,TRUE,TRUE
Brasil,PA,Belém,Serraria,-1.24072,-48.45991,Oxysarcodexia fluminensis,, , , ,31/07/1970, , ,Oxysarcodexia,fluminensis,no,GOELDI,Poor,18.36,TRUE,TRUE,TRUE
Brasil,PA,Belém,I.A.N,-1.75,-48.8333,Oxysarcodexia thornax,, , , ,04/10/1965, , ,Oxysarcodexia,thornax,no,GOELDI,Poor, ,TRUE,TRUE,TRUE
Brasil,PA,Bragança,Sta. Maria,-1.19753,-46.76522,Oxysarcodexia thornax,, , , ,30/09/1965, , ,Oxysarcodexia,thornax,no,GOELDI,Poor,25.8,TRUE,TRUE,TRUE
Brasil,PA,Belém,Mosqueiro,-1.1667,-48.4667,Oxysarcodexia fringidea,, , , , , , ,Oxysarcodexia,fringidea,no,GOELDI,Poor, ,TRUE,TRUE,TRUE
Brasil,PA,Bragança,Tracuateua,-1.0833,-46.9,Oxysarcodexia intona,, , , ,02/09/1988, , ,Oxysarcodexia,intona,no,GOELDI,Poor, ,TRUE,TRUE,TRUE
Brasil,PA,Marapanim,Bacuríteua,-0.84063,-47.70897,Oxysarcodexia intona,, , , ,04/03/1970, , ,Oxysarcodexia,intona,no,GOELDI,Poor,15.92,TRUE,TRUE,TRUE
Brasil,PA,Belém,Serraria,-1.24072,-48.45991,Oxysarcodexia intona,, , , ,31/07/1970, , ,Oxysarcodexia,intona,no,GOELDI,Poor,18.36,TRUE,TRUE,TRUE
Brasil,PA,Belém,Mocambo,-1.4403,-48.4173,Oxysarcodexia riograndensis,, , , ,13/06/1972, , ,Oxysarcodexia,riograndensis,no,GOELDI,Poor, ,TRUE,TRUE,TRUE
Brasil,PA,Belém,I.A.N,-1.75,-48.8333,Oxysarcodexia riograndensis,, , , ,04/10/1965, , ,Oxysarcodexia,riograndensis,no,GOELDI,Poor, ,TRUE,TRUE,TRUE
Brasil,PA,Belém,I.A.N,-1.75,-48.8333,Oxysarcodexia fringidea,, , , ,04/10/1965, , ,Oxysarcodexia,fringidea,no,GOELDI,Poor, ,TRUE,TRUE,TRUE
Brasil,PA,Castanhal,Americano,-1.3058,-48.0514,Oxysarcodexia fringidea,, , , ,03/05/1988, , ,Oxysarcodexia,fringidea,no,GOELDI,Poor, ,TRUE,TRUE,TRUE
Brasil,PA,Bragança,Bragança,-1.19753,-46.76522,Oxysarcodexia amorosa,, , , ,14/08/2008, , ,Oxysarcodexia,amorosa,no,GOELDI,Poor,25.8,TRUE,TRUE,TRUE
Brasil,PA,Bragança,Tracuateua,-1.0833,-46.9,Oxysarcodexia amorosa,, , , ,02/11/1990, , ,Oxysarcodexia,amorosa,no,GOELDI,Poor, ,TRUE,TRUE,TRUE
Brasil,PA,Belém,Belém,-1.24072,-48.45991,Oxysarcodexia amorosa,, , , ,05/10/1965, , ,Oxysarcodexia,amorosa,no,GOELDI,Poor,18.36,TRUE,TRUE,TRUE
Brasil,PA,Serra Norte,Canga,-8.135,-49.4569,Oxysarcodexia amorosa,, , , ,07/06/1983, , ,Oxysarcodexia,amorosa,no,GOELDI,Poor, ,TRUE,TRUE,TRUE
Brasil,PA,Moju,Jambuaçú,-2.68391,-49.07404,Oxysarcodexia amorosa,, , , ,30/06/1967, , ,Oxysarcodexia,amorosa,no,GOELDI,Poor,53.8,TRUE,TRUE,TRUE
Brasil,PA,Moju,Jambuaçú,-2.68391,-49.07404,Oxysarcodexia angrensis,, , , ,30/06/1967, , ,Oxysarcodexia,angrensis,no,GOELDI,Poor,53.8,TRUE,TRUE,TRUE
Brasil,PA,Bragança,Bragança,-1.19753,-46.76522,Oxysarcodexia angrensis,, , , ,11/05/2007, , ,Oxysarcodexia,angrensis,no,GOELDI,Poor,25.8,TRUE,TRUE,TRUE
Brasil,PA,Belém,I.A.N,-1.75,-48.8333,Oxysarcodexia angrensis,, , , ,05/10/1965, , ,Oxysarcodexia,angrensis,no,GOELDI,Poor, ,TRUE,TRUE,TRUE
Brasil,PA,Castanhal,Inhangapi,-1.4167,-47.8833,Oxysarcodexia angrensis,, , , ,27/11/1971, , ,Oxysarcodexia,angrensis,no,GOELDI,Poor, ,TRUE,TRUE,TRUE
Brasil,PA,Benevides,Benevides,-1.3619,-48.2447,Oxysarcodexia angrensis,, , , ,19/03/1993, , ,Oxysarcodexia,angrensis,no,GOELDI,Poor, ,TRUE,TRUE,TRUE
Brasil,PA,Belém,Mocambo,-1.4403,-48.4173,Oxysarcodexia angrensis,, , , ,17/08/1971, , ,Oxysarcodexia,angrensis,no,GOELDI,Poor, ,TRUE,TRUE,TRUE
Brasil,PA,Salinópolis,Salinópolis,-0.6804,-47.34899,Tricharaea (Sarothromyia) femoralis,, , , ,21/11/1969, , ,Trichaeae,(Sarcophagula) femoralis,no,GOELDI,Poor,8.7,TRUE,TRUE,TRUE
Brasil,PA,Vigia,Caimbé,-0.88818,-48.13799,Tricharaea (Sarcophagula) occidua,, , , ,24/02/1968, , ,Trichaeae,(Sarcophagula) accidua,no,GOELDI,Poor,13.1,TRUE,TRUE,TRUE
Brasil,PA,Belém,Serraria,-1.24072,-48.45991,Tricharaea (Sarcophagula) occidua,, , , ,31/07/1970, , ,Trichaeae,(Sarcophagula) accidua,no,GOELDI,Poor,18.36,TRUE,TRUE,TRUE
Brasil,PA,Castanhal,Castanhal,-1.3,-47.9167,Tricharaea (Sarcophagula) occidua,, , , ,27/11/1971, , ,Trichaeae,(Sarcophagula) accidua,no,GOELDI,Poor, ,TRUE,TRUE,TRUE
Brasil,PA,Vigia,Campina,-5.8,-48.3333,Tricharaea (Sarcophagula) occidua,, , , ,08/12/1988, , ,Trichaeae,(Sarcophagula) accidua,no,GOELDI,Poor, ,TRUE,TRUE,TRUE
Brasil,MA,Bacabal,Bacabal,-4.2333,-44.7833,Tricharaea (Sarcophagula) occidua,, , , ,02/01/1989, , ,Trichaeae,(Sarcophagula) accidua,no,GOELDI,Poor, ,TRUE,TRUE,TRUE
Brasil,PA,Bragança,Ajuruteua,-0.8333,-46.6,Tricharaea (Sarothromyia) femoralis,, , , ,01/09/1988, , ,Trichaeae,(Sarcophagula) femoralis,no,GOELDI,Poor, ,TRUE,TRUE,TRUE
Brasil,PA,Benevides,Benevides,-1.3619,-48.2447,Tricharaea (Sarcophagula) occidua,, , , ,24/03/1993, , ,Trichaeae,(Sarcophagula) accidua,no,GOELDI,Poor, ,TRUE,TRUE,TRUE
Brasil,PA,Bragança,Bragança,-1.19753,-46.76522,Tricharaea (Sarcophagula) occidua,, , , ,01/03/1986, , ,Trichaeae,(Sarcophagula) accidua,no,GOELDI,Poor,25.8,TRUE,TRUE,TRUE
Brasil,MA,Açailândia,Açailândia,-4.78593,-47.33247,Tricharaea (Sarcophagula) occidua,, , , ,23/09/1986, , ,Trichaeae,(Sarcophagula) accidua,no,GOELDI,Poor,42.99,TRUE,TRUE,TRUE
Brasil,PA,Castanhal,Americano,-1.3058,-48.0514,Peckia (Sarcodexia) lambens,, , , ,03/05/1988, , ,Sarcodexia,lambens,yes,GOELDI,Poor, ,TRUE,TRUE,TRUE
Brasil,PA,Primavera,Ilha Arapiranga,-1.3333,-48.5667,Argoravinia aurea,, , , ,22/11/1992, , ,Argoravinia,aurea,no,GOELDI,Poor, ,TRUE,TRUE,TRUE
Brasil,PA,Abaetetuba,Abaetetuba,-1.7,-48.9,Argoravinia aurea,, , , ,29/12/2005, , ,Argoravinia,aurea,no,GOELDI,Poor, ,TRUE,TRUE,TRUE
Brasil,PA,Bragança,Ajuruteua,-0.8333,-46.6,Argoravinia rufiventris,, , , ,30/08/1988, , ,Argoravinia,rufiventris,no,GOELDI,Poor, ,TRUE,TRUE,TRUE
Brasil,PA,Vigia,Caimbé,-0.88818,-48.13799,Argoravinia rufiventris,, , , ,31/12/1967, , ,Argoravinia,rufiventris,no,GOELDI,Poor,13.1,TRUE,TRUE,TRUE
Brasil,PA,Mosqueiro,Mosqueiro,-1.1667,-48.4667,Argoravinia rufiventris,, , , ,13/11/1958, , ,Argoravinia,rufiventris,no,GOELDI,Poor, ,TRUE,TRUE,TRUE
Brasil,PA,Benevides,Benevides,-1.3619,-48.2447,Chrysagria duodecimpunctata,, , , ,12/05/1988, , ,Chrysagria,duodecimpunctata,no,GOELDI,Poor, ,TRUE,TRUE,TRUE
Brasil,AM,Alvarães,Alvarães,-3.69468,-65.32445,Dexosarcophaga (Farrimyia) globulosa,, , , ,06/06/1994, , ,Dexosarcophaga,globulosa,no,GOELDI,Poor,43.42,TRUE,TRUE,TRUE
Brasil,PA,Benevides,Benevides,-1.3619,-48.2447,Dexosarcophaga (Dexosarcophaga) transita,, , , ,22/03/1993, , ,Dexosarcophaga,transita,no,GOELDI,Poor, ,TRUE,TRUE,TRUE
Brasil,PA,Castanhal,Americano,-1.3058,-48.0514,Helicobia morionella,, , , ,03/05/1988, , ,Helicobia,morionella,no,GOELDI,Poor, ,TRUE,TRUE,TRUE
Brasil,PA,Parauapebas,Manganês,-6.4088889,-50.7255556,Peckia (Peckia) chrysostoma,, , , ,14/08/1984, , ,Pekia,chrysostoma,yes,GOELDI,Excellent, ,TRUE,TRUE,TRUE
Brasil,PA,Parauapebas,Manganês,-7.6361111,-50.7875,Peckia (Peckia) chrysostoma,, , , ,07/06/1983, , ,Pekia,chrysostoma,yes,GOELDI,Excellent, ,TRUE,TRUE,TRUE
Brasil,PA,Parauapebas,Serra Norte,-7.5838889,-51.1175,Peckia (Pattonella) intermutans,, , , ,28/01/1986, , ,Pattonella,intermuam,yes,GOELDI,Excellent, ,TRUE,TRUE,TRUE
Brasil,PA,Parauapebas,Serra Norte,-6.3502778,-51.1322222,Peckia (Pattonella) intermutans,, , , ,16/06/1986, , ,Pattonella,intermuam,yes,GOELDI,Excellent, ,TRUE,TRUE,TRUE
Brasil,PA,Parauapebas,Serra Norte,-7.4497222,-51.4719444,Peckia (Pattonella) intermutans,, , , ,22/05/1984, , ,Pattonella,intermuam,yes,GOELDI,Excellent, ,TRUE,TRUE,TRUE
Brasil,PA,Parauapebas,Serra Norte,-7.3602778,-51.0263889,Peckia (Pattonella) intermutans,, , , ,13/06/1987, , ,Pattonella,intermuam,yes,GOELDI,Excellent, ,TRUE,TRUE,TRUE
Brasil,PA,Parauapebas,Serra Norte,-6.3502778,-51.1322222,Peckia (Peckia) chrysostoma,, , , ,19/06/1983, , ,Pekia,chrysostoma,yes,GOELDI,Excellent, ,TRUE,TRUE,TRUE
Brasil,PA,Parauapebas,Serra Norte,-7.5838889,-51.1175,Peckia (Peckia) chrysostoma,, , , ,30/10/1985, , ,Pekia,chrysostoma,yes,GOELDI,Excellent, ,TRUE,TRUE,TRUE
Brasil,PA,Parauapebas,Serra Norte,-6.3502778,-51.1322222,Peckia (Squamatodes) trivittata,, , , ,07/06/1983, , ,Squamatoides,trivittotus,yes,GOELDI,Excellent, ,TRUE,TRUE,TRUE
Brasil,PA,Parauapebas,Serra Norte,-6.3502778,-51.1322222,Peckia (Euboettcheria) australis,, , , ,20/04/1983, , ,Euboetcheria,australis,yes,GOELDI,Excellent, ,TRUE,TRUE,TRUE
Brasil,PA,Parauapebas,Serra Norte,-7.6361111,-50.7875,Peckia (Euboettcheria) australis,, , , ,09/02/1985, , ,Euboetcheria,australis,yes,GOELDI,Excellent, ,TRUE,TRUE,TRUE
Brasil,PA,Bragança,Ilha Canelas,-0.785,-46.7280556,Tricharaea (Sarothromyia) femoralis,, , , ,08/11/1995, , ,Trichaeae,(Sarcophagula) femoralis,no,GOELDI,Excellent, ,TRUE,TRUE,TRUE
Brasil,PA,Barbacena,Caripi,-1.4944444,-48.7097222,Retrocitomyia retrocita,, , , ,13/11/2001, , ,Retrocitomya,retrocita,no,GOELDI,Excellent, ,TRUE,TRUE,TRUE
Brasil,PA,Viseu,Fazenda Ema,-52.3582222,-1.4204167,Retrocitomyia retrocita,, , , ,24/11/1999, , ,Retrocitomya,retrocita,no,GOELDI,Excellent, ,TRUE,TRUE,TRUE
Brasil,PA,Ananindeua,Coqueiro Ananindeua,-1.33401,-48.38357,Tricharaea (Sarcophagula) occidua,, , , ,15/10/1994, , ,Trichaeae,(Sarcophagula) accidua,no,GOELDI,Poor,7.79,TRUE,TRUE,TRUE
Brasil,MT,Corumbá,Faz. Nhumirin,-18.73121,-56.72372,Tricharaea (Sarcophagula) occidua,, , , ,15/04/1994, , ,Trichaeae,(Sarcophagula) accidua,no,GOELDI,Poor,143.8,TRUE,TRUE,TRUE
Brasil,PA,Vigia,Campo do Palha,-0.8583,-48.1417,Tricharaea (Sarcophagula) occidua,, , , ,04/12/1988, , ,Trichaeae,(Sarcophagula) accidua,no,GOELDI,Poor, ,TRUE,TRUE,TRUE
Brasil,PA,São Geraldo do Araguaia,Sta. Cruz,-6.2163333,-48.4337778,Peckia (Sarcodexia) lambens,, , , ,08/05/2001, , ,Sarcodexia,lambens,yes,GOELDI,Excellent, ,TRUE,TRUE,TRUE
Brasil,PA,Viseu,Fazenda Ema,-52.3582222,-1.4204167,Peckia (Sarcodexia) lambens,, , , ,13/06/2000, , ,Sarcodexia,lambens,yes,GOELDI,Excellent, ,TRUE,TRUE,TRUE
Brasil,PA,São Geraldo do Araguaia,Sta. Cruz,-6.2163333,-48.4337778,Oxysarcodexia avuncula,, , , ,08/05/2001, , ,Oxysarcodexia,avuncula,no,GOELDI,Excellent, ,TRUE,TRUE,TRUE
Brasil,AC,Rio Branco,Rio Branco,-9.97,-67.8,Oxysarcodexia avuncula,, , , ,25/10/1991, , ,Oxysarcodexia,avuncula,no,GOELDI,Poor, ,TRUE,TRUE,TRUE
Brasil,PA,Maracanã,Ilha do Marco,-0.6,-47.4333,Oxysarcodexia avuncula,, , , ,11/01/1993, , ,Oxysarcodexia,avuncula,no,GOELDI,Poor, ,TRUE,TRUE,TRUE
Brasil,PA,Viseu,Fazenda Ema,-52.3582222,-1.4204167,Oxysarcodexia avuncula,, , , ,24/11/1999, , ,Oxysarcodexia,avuncula,no,GOELDI,Excellent, ,TRUE,TRUE,TRUE
Brasil,RO,Ouro Preto do Oeste,linha 21,-10.61055,-62.17253,Oxysarcodexia avuncula,, , , ,01/04/1985, , ,Oxysarcodexia,avuncula,no,GOELDI,Poor,25.04,TRUE,TRUE,TRUE
Brasil,PA,Canaã dos Carajás,Platô do morro VI-LB/0S,-6.42421,-50.08567,Oxysarcodexia avuncula,, , , ,05/05/2004, , ,Oxysarcodexia,avuncula,no,GOELDI,Poor,31.65,TRUE,TRUE,TRUE
Brasil,PA,São Geraldo do Araguaia,Sta. Cruz,-6.2163333,-48.4337778,Ravinia belforti,, , , ,08/05/2001, , ,Ravinia,belforti,no,GOELDI,Excellent, ,TRUE,TRUE,TRUE
