species_name,original_predictors,select_variables,original.n,original.n.back,buffer_type,dist_buf,seed,res.x,res.y,clean_dupl,clean_nas,clean_uni,geo_filt,geo_filt_dist,models_dir,partition,boot_proportion,boot_n,cv_partitions,cv_n,selected_predictors,final.n,final.n.back
Oxysarcodexia injuncta,wc2.1_10m_bio_1-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_elev,TRUE,16,160,mean,NA,512,0.167,0.167,TRUE,TRUE,TRUE,FALSE,NA,./cap3,crossvalidation,0.7,1,5,2,wc2.1_10m_bio_2-wc2.1_10m_bio_4-wc2.1_10m_bio_10-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_elev,14,160
Oxysarcodexia intona,wc2.1_10m_bio_1-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_elev,TRUE,57,570,mean,NA,512,0.167,0.167,TRUE,TRUE,TRUE,FALSE,NA,./cap3,crossvalidation,0.7,1,5,2,wc2.1_10m_bio_2-wc2.1_10m_bio_4-wc2.1_10m_bio_10-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_elev,41,570
Oxysarcodexia major,wc2.1_10m_bio_1-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_elev,TRUE,10,100,mean,NA,512,0.167,0.167,TRUE,TRUE,TRUE,FALSE,NA,./cap3_surto,crossvalidation,0.7,1,5,2,wc2.1_10m_bio_2-wc2.1_10m_bio_4-wc2.1_10m_bio_10-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_elev,9,100
Oxysarcodexia modesta,wc2.1_10m_bio_1-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_elev,TRUE,24,240,mean,NA,512,0.167,0.167,TRUE,TRUE,TRUE,FALSE,NA,./cap3,crossvalidation,0.7,1,5,2,wc2.1_10m_bio_2-wc2.1_10m_bio_4-wc2.1_10m_bio_10-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_elev,21,240
Oxysarcodexia occulta,wc2.1_10m_bio_1-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_elev,TRUE,14,140,mean,NA,512,0.167,0.167,TRUE,TRUE,TRUE,FALSE,NA,./cap3_surto,crossvalidation,0.7,1,5,2,wc2.1_10m_bio_2-wc2.1_10m_bio_4-wc2.1_10m_bio_10-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_elev,14,140
Oxysarcodexia parva,wc2.1_10m_bio_1-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_elev,TRUE,21,210,mean,NA,512,0.167,0.167,TRUE,TRUE,TRUE,FALSE,NA,./cap3,crossvalidation,0.7,1,5,2,wc2.1_10m_bio_2-wc2.1_10m_bio_4-wc2.1_10m_bio_10-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_elev,20,210
Oxysarcodexia riograndensis,wc2.1_10m_bio_1-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_elev,TRUE,13,130,mean,NA,512,0.167,0.167,TRUE,TRUE,TRUE,FALSE,NA,./cap3_surto,crossvalidation,0.7,1,5,2,wc2.1_10m_bio_2-wc2.1_10m_bio_4-wc2.1_10m_bio_10-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_elev,10,130
Oxysarcodexia paulistanensis,wc2.1_10m_bio_1-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_elev,TRUE,46,460,mean,NA,512,0.167,0.167,TRUE,TRUE,TRUE,FALSE,NA,./cap3,crossvalidation,0.7,1,5,2,wc2.1_10m_bio_2-wc2.1_10m_bio_4-wc2.1_10m_bio_10-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_elev,35,368
Oxysarcodexia terminalis,wc2.1_10m_bio_1-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_elev,TRUE,29,290,mean,NA,512,0.167,0.167,TRUE,TRUE,TRUE,FALSE,NA,./cap3,crossvalidation,0.7,1,5,2,wc2.1_10m_bio_2-wc2.1_10m_bio_4-wc2.1_10m_bio_10-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_elev,27,290
Oxysarcodexia thornax,wc2.1_10m_bio_1-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_elev,TRUE,151,1510,mean,NA,512,0.167,0.167,TRUE,TRUE,TRUE,FALSE,NA,./cap3,crossvalidation,0.7,1,5,2,wc2.1_10m_bio_2-wc2.1_10m_bio_4-wc2.1_10m_bio_10-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_elev,120,1510
Oxysarcodexia timida,wc2.1_10m_bio_1-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_elev,TRUE,52,520,mean,NA,512,0.167,0.167,TRUE,TRUE,TRUE,FALSE,NA,./cap3,crossvalidation,0.7,1,5,2,wc2.1_10m_bio_2-wc2.1_10m_bio_4-wc2.1_10m_bio_10-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_elev,40,520
Oxysarcodexia varia,wc2.1_10m_bio_1-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_elev,TRUE,34,340,mean,NA,512,0.167,0.167,TRUE,TRUE,TRUE,FALSE,NA,./cap3,crossvalidation,0.7,1,5,2,wc2.1_10m_bio_2-wc2.1_10m_bio_4-wc2.1_10m_bio_10-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_elev,21,313
Oxysarcodexia xanthosoma,wc2.1_10m_bio_1-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_elev,TRUE,18,180,mean,NA,512,0.167,0.167,TRUE,TRUE,TRUE,FALSE,NA,./cap3,crossvalidation,0.7,1,5,2,wc2.1_10m_bio_2-wc2.1_10m_bio_4-wc2.1_10m_bio_10-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_elev,17,180
Peckia (Euboettcheria) anguilla,wc2.1_10m_bio_1-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_elev,TRUE,50,500,mean,NA,512,0.167,0.167,TRUE,TRUE,TRUE,FALSE,NA,./cap3,crossvalidation,0.7,1,5,2,wc2.1_10m_bio_2-wc2.1_10m_bio_4-wc2.1_10m_bio_10-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_elev,44,500
Peckia (Euboettcheria) australis,wc2.1_10m_bio_1-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_elev,TRUE,12,120,mean,NA,512,0.167,0.167,TRUE,TRUE,TRUE,FALSE,NA,./cap3_surto,crossvalidation,0.7,1,5,2,wc2.1_10m_bio_2-wc2.1_10m_bio_4-wc2.1_10m_bio_10-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_elev,12,120
Peckia (Euboettcheria) collusor,wc2.1_10m_bio_1-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_elev,TRUE,66,660,mean,NA,512,0.167,0.167,TRUE,TRUE,TRUE,FALSE,NA,./cap3,crossvalidation,0.7,1,5,2,wc2.1_10m_bio_2-wc2.1_10m_bio_4-wc2.1_10m_bio_10-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_elev,50,660
Peckia (Euboettcheria) subducta,wc2.1_10m_bio_1-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_elev,TRUE,21,210,mean,NA,512,0.167,0.167,TRUE,TRUE,TRUE,FALSE,NA,./cap3,crossvalidation,0.7,1,5,2,wc2.1_10m_bio_2-wc2.1_10m_bio_4-wc2.1_10m_bio_10-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_elev,20,210
Peckia (Pattonella) intermutans,wc2.1_10m_bio_1-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_elev,TRUE,79,790,mean,NA,512,0.167,0.167,TRUE,TRUE,TRUE,FALSE,NA,./cap3,crossvalidation,0.7,1,5,2,wc2.1_10m_bio_2-wc2.1_10m_bio_4-wc2.1_10m_bio_10-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_elev,66,790
Peckia (Pattonella) resona,wc2.1_10m_bio_1-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_elev,TRUE,23,230,mean,NA,512,0.167,0.167,TRUE,TRUE,TRUE,FALSE,NA,./cap3,crossvalidation,0.7,1,5,2,wc2.1_10m_bio_2-wc2.1_10m_bio_4-wc2.1_10m_bio_10-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_elev,18,230
Peckia (Pattonella) smarti,wc2.1_10m_bio_1-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_elev,TRUE,12,120,mean,NA,512,0.167,0.167,TRUE,TRUE,TRUE,FALSE,NA,./cap3_surto,crossvalidation,0.7,1,5,2,wc2.1_10m_bio_2-wc2.1_10m_bio_4-wc2.1_10m_bio_10-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_elev,12,120
Peckia (Peckia) chrysostoma,wc2.1_10m_bio_1-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_elev,TRUE,123,1230,mean,NA,512,0.167,0.167,TRUE,TRUE,TRUE,FALSE,NA,./cap3,crossvalidation,0.7,1,5,2,wc2.1_10m_bio_2-wc2.1_10m_bio_4-wc2.1_10m_bio_10-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_elev,88,1230
Peckia (Peckia) pexata,wc2.1_10m_bio_1-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_elev,TRUE,52,520,mean,NA,512,0.167,0.167,TRUE,TRUE,TRUE,FALSE,NA,./cap3,crossvalidation,0.7,1,5,2,wc2.1_10m_bio_2-wc2.1_10m_bio_4-wc2.1_10m_bio_10-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_elev,41,520
Peckia (Peckia) uncinata,wc2.1_10m_bio_1-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_elev,TRUE,14,140,mean,NA,512,0.167,0.167,TRUE,TRUE,TRUE,FALSE,NA,./cap3,crossvalidation,0.7,1,5,2,wc2.1_10m_bio_2-wc2.1_10m_bio_4-wc2.1_10m_bio_10-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_elev,13,140
Peckia (Sarcodexia) florencioi,wc2.1_10m_bio_1-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_elev,TRUE,16,160,mean,NA,512,0.167,0.167,TRUE,TRUE,TRUE,FALSE,NA,./cap3,crossvalidation,0.7,1,5,2,wc2.1_10m_bio_2-wc2.1_10m_bio_4-wc2.1_10m_bio_10-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_elev,16,160
Peckia (Sarcodexia) lambens,wc2.1_10m_bio_1-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_elev,TRUE,136,1360,mean,NA,512,0.167,0.167,TRUE,TRUE,TRUE,FALSE,NA,./cap3,crossvalidation,0.7,1,5,2,wc2.1_10m_bio_2-wc2.1_10m_bio_4-wc2.1_10m_bio_10-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_elev,102,1360
Peckia (Squamatodes) ingens,wc2.1_10m_bio_1-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_elev,TRUE,49,490,mean,NA,512,0.167,0.167,TRUE,TRUE,TRUE,FALSE,NA,./cap3,crossvalidation,0.7,1,5,2,wc2.1_10m_bio_2-wc2.1_10m_bio_4-wc2.1_10m_bio_10-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_elev,37,490
Peckia (Squamatodes) trivittata,wc2.1_10m_bio_1-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_elev,TRUE,17,170,mean,NA,512,0.167,0.167,TRUE,TRUE,TRUE,FALSE,NA,./cap3,crossvalidation,0.7,1,5,2,wc2.1_10m_bio_2-wc2.1_10m_bio_4-wc2.1_10m_bio_10-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_elev,17,170
Peckiamyia expuncta,wc2.1_10m_bio_1-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_elev,TRUE,10,100,mean,NA,512,0.167,0.167,TRUE,TRUE,TRUE,FALSE,NA,./cap3_surto,crossvalidation,0.7,1,5,2,wc2.1_10m_bio_2-wc2.1_10m_bio_4-wc2.1_10m_bio_10-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_elev,9,100
Ravinia advena,wc2.1_10m_bio_1-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_elev,TRUE,27,270,mean,NA,512,0.167,0.167,TRUE,TRUE,TRUE,FALSE,NA,./cap3,crossvalidation,0.7,1,5,2,wc2.1_10m_bio_2-wc2.1_10m_bio_4-wc2.1_10m_bio_10-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_elev,23,270
Ravinia belforti,wc2.1_10m_bio_1-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_elev,TRUE,49,490,mean,NA,512,0.167,0.167,TRUE,TRUE,TRUE,FALSE,NA,./cap3,crossvalidation,0.7,1,5,2,wc2.1_10m_bio_2-wc2.1_10m_bio_4-wc2.1_10m_bio_10-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_elev,43,490
Retrocitomyia retrocita,wc2.1_10m_bio_1-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_elev,TRUE,18,180,mean,NA,512,0.167,0.167,TRUE,TRUE,TRUE,FALSE,NA,./cap3,crossvalidation,0.7,1,5,2,wc2.1_10m_bio_2-wc2.1_10m_bio_4-wc2.1_10m_bio_10-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_elev,15,180
Sarcofahrtiopsis cuneata,wc2.1_10m_bio_1-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_elev,TRUE,13,130,mean,NA,512,0.167,0.167,TRUE,TRUE,TRUE,FALSE,NA,./cap3,crossvalidation,0.7,1,5,2,wc2.1_10m_bio_2-wc2.1_10m_bio_4-wc2.1_10m_bio_10-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_elev,12,130
Titanogrypa (Cucullomyia) larvicida,wc2.1_10m_bio_1-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_elev,TRUE,33,330,mean,NA,512,0.167,0.167,TRUE,TRUE,TRUE,FALSE,NA,./cap3,crossvalidation,0.7,1,5,2,wc2.1_10m_bio_2-wc2.1_10m_bio_4-wc2.1_10m_bio_10-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_elev,29,330
Titanogrypa (Cucullomyia) luculenta,wc2.1_10m_bio_1-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_elev,TRUE,10,100,mean,NA,512,0.167,0.167,TRUE,TRUE,TRUE,FALSE,NA,./cap3_surto,crossvalidation,0.7,1,5,2,wc2.1_10m_bio_2-wc2.1_10m_bio_4-wc2.1_10m_bio_10-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_elev,9,100
Tricharaea (Sarcophagula) canuta,wc2.1_10m_bio_1-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_elev,TRUE,24,240,mean,NA,512,0.167,0.167,TRUE,TRUE,TRUE,FALSE,NA,./cap3,crossvalidation,0.7,1,5,2,wc2.1_10m_bio_2-wc2.1_10m_bio_4-wc2.1_10m_bio_10-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_elev,24,240
